Année,FINESS,Raison sociale,Commune,Statut Juridique,Région
2017,490000700,490000700 - HOPITAL SAINT- JOSEPH,MONTREVAULT,Privé non lucratif,52 - Pays de la Loire
2017,490000817,490000817 - CENTRE SSR DE MONTFAUCON-MONTIGNE,SAINT-MACAIRE-EN-MAUGES,Privé non lucratif,52 - Pays de la Loire
2017,490001765,490001765 - CENTRE HOSPITALIER DE SAUMUR,SAUMUR,Public,52 - Pays de la Loire
2017,490001831,490001831 - HOPITAL LOCAL INTERCOMMUNAL LYS HYROME,VIHIERS,Public,52 - Pays de la Loire
2017,490002037,490002037 - POLYCLINIQUE DU PARC,CHOLET,Privé lucratif,52 - Pays de la Loire
2017,490002979,490002979 - INST. PSYCHOTHERAPIQUE LA MENANTIERE,BEAUPREAU,Privé non lucratif,52 - Pays de la Loire
2017,490004256,490004256 - HOPITAL PRIVE ST MARTIN BEAUPREAU,BEAUPREAU,Privé non lucratif,52 - Pays de la Loire
2017,490007499,490007499 - CENTRE HEMODIALYSE-BOCQUEL,ANGERS,Privé non lucratif,52 - Pays de la Loire
2017,490007549,490007549 - CTRE BASSE VISION ET TROUBLES AUDITION,ANGERS,Privé non lucratif,52 - Pays de la Loire
2017,490007929,490007929 - CLINIQUE CHIRURGICALE DE LA LOIRE,SAUMUR,Privé lucratif,52 - Pays de la Loire
2017,490008224,490008224 - CENTRE AUTODIALYSE-LESCURE,CHOLET,Privé non lucratif,52 - Pays de la Loire
2017,490008604,490008604 - USLD HL ST NICOLAS ANGERS,ANGERS,Public,52 - Pays de la Loire
2017,490009008,490009008 - CENTRE HEMODIALYSE,CHOLET,Privé non lucratif,52 - Pays de la Loire
2017,490009248,490009248 - CENTRE DE SOINS DE SUITE SAINT- CLAUDE,TRELAZE,Privé non lucratif,52 - Pays de la Loire
2017,490011350,490011350 - CENTRE AUTODIALYSE-MANSION,ANGERS,Privé non lucratif,52 - Pays de la Loire
2017,490014909,490014909 - CLINIQUE DE L'ANJOU,ANGERS,Privé lucratif,52 - Pays de la Loire
2017,490015906,490015906 - CLINIQUE ST LEONARD,TRELAZE,Privé lucratif,52 - Pays de la Loire
2017,490016235,490016235 - CENTRE D'AUTODIALYSE ECHO SAUMUR,SAUMUR,Privé non lucratif,52 - Pays de la Loire
2017,490016334,490016334 - HAD MAUGES BOCAGE CHOLETAIS,CHOLET,Privé non lucratif,52 - Pays de la Loire
2017,490016870,490016870 - HAD OUEST ANJOU SAUMUROIS,DOUE-LA-FONTAINE,Privé lucratif,52 - Pays de la Loire
2017,490017613,490017613 - UNITE DE DIALYSE MEDICALISEE TRELAZE,TRELAZE,Privé non lucratif,52 - Pays de la Loire
2017,490018769,490018769 - LES EUMENIDES HTP ANGERS,ANGERS,Privé non lucratif,52 - Pays de la Loire
2017,490018777,490018777 - UNITE SSR CENTRE LE CHILLON A CHOLET,CHOLET,Privé non lucratif,52 - Pays de la Loire
2017,490018785,490018785 - UNITE SSR CENTRE LE CHILLON A SAUMUR,SAUMUR,Privé non lucratif,52 - Pays de la Loire
2017,490020245,490020245 - CH HAUT ANJOU SITE SEGRE (RUE CUGNOT),SEGRE,Public,52 - Pays de la Loire
2017,490020344,490020344 - CENTRE DE REEDUC CARDIAQUE ST JOSEPH,TRELAZE,Privé lucratif,52 - Pays de la Loire
2017,490529005,490529005 - CHU D' ANGERS:CENTRE DE SSR,SAINT-BARTHELEMY-D'ANJOU,Public,52 - Pays de la Loire
2017,490531910,490531910 - CENTRE LES CAPUCINS,ANGERS,Privé non lucratif,52 - Pays de la Loire
2017,490534922,490534922 - CENTRE DE CONVALESCENCE ARCOLE,CHOLET,Privé lucratif,52 - Pays de la Loire
2017,490536224,490536224 - USLD CHU D'ANGERS,SAINT-BARTHELEMY-D'ANJOU,Public,52 - Pays de la Loire
2017,490537818,490537818 - CENTRE DE DIALYSE DIAVERUM ANGERS,ANGERS,Privé lucratif,52 - Pays de la Loire
2017,490540440,490540440 - CENTRE DE LA MAIN,TRELAZE,Privé lucratif,52 - Pays de la Loire
2017,490543675,490543675 - MAISON DE CONVALESCENCE DE L ANJOU,ANGERS,Privé lucratif,52 - Pays de la Loire
2017,500000021,500000021 - CHAG - SITE AVRANCHES,AVRANCHES,Public,28 - Normandie
2017,500000146,500000146 - POLYCLINIQUE DE LA BAIE-ST MARTIN,SAINT-MARTIN-DES-CHAMPS,Privé lucratif,28 - Normandie
2017,500000187,500000187 - CHPC - SITE CHERBOURG,CHERBOURG-OCTEVILLE,Public,28 - Normandie
2017,500000195,500000195 - HOPITAL LOCAL - CARENTAN,CARENTAN,Public,28 - Normandie
2017,500000203,500000203 - POLYCLINIQUE DE LA MANCHE - SAINT-LO,SAINT-LO,Privé lucratif,28 - Normandie
2017,500000229,500000229 - CRF -LE NORMANDY- - GRANVILLE,GRANVILLE,Privé lucratif,28 - Normandie
2017,500000260,500000260 - CHAG - SITE GRANVILLE,GRANVILLE,Public,28 - Normandie
2017,500000278,500000278 - CENTRE POST CURE BEAUREGARD/LA GLACERI,CHERBOURG-OCTEVILLE,Privé non lucratif,28 - Normandie
2017,500000302,500000302 - HOPITAL LOCAL - MORTAIN,MORTAIN,Public,28 - Normandie
2017,500000401,500000401 - CLINIQUE HENRI GUILLARD - COUTANCES,COUTANCES,Privé lucratif,28 - Normandie
2017,500000419,500000419 - CRF - SIOUVILLE,SIOUVILLE-HAGUE,Privé lucratif,28 - Normandie
2017,500000427,500000427 - CH DE SAINT HILAIRE DU HARCOUET,SAINT-HILAIRE-DU-HARCOUET,Public,28 - Normandie
2017,500000435,500000435 - HOPITAL SAINT JAMES,SAINT-JAMES,Public,28 - Normandie
2017,500000450,500000450 - CH MEMORIAL - SAINT-LO,SAINT-LO,Public,28 - Normandie
2017,500000468,500000468 - CHPC - SITE VALOGNES,VALOGNES,Public,28 - Normandie
2017,500000476,500000476 - HOPITAL LOCAL - VILLEDIEU LES POELES,VILLEDIEU-LES-POELES,Public,28 - Normandie
2017,500000575,500000575 - CENTRE HOSPITALIER DE L'ESTRAN,PONTORSON,Public,28 - Normandie
2017,500000591,500000591 - CENTRE HOSPITALIER DE COUTANCES,COUTANCES,Public,28 - Normandie
2017,500002357,500002357 - POLYCLINIQUE DU COTENTIN,CHERBOURG-OCTEVILLE,Privé lucratif,28 - Normandie
2017,500010384,500010384 - FONDATION BON SAUVEUR DE LA MANCHE,PICAUVILLE,Privé non lucratif,28 - Normandie
2017,500012687,500012687 - CRF CARDIO VASCULAIRE W.HARVEY,SAINT-MARTIN-D'AUBIGNY,Privé lucratif,28 - Normandie
2017,500012968,500012968 - CENTRE D'AIDE AUX JEUNES DIABETIQUES,GOUVILLE-SUR-MER,Privé non lucratif,28 - Normandie
2017,500021274,500021274 - HAD DU CH DE VIRE SITE DE MORTAIN,MORTAIN,Public,28 - Normandie
2017,500021282,500021282 - HAD DU CH DE VIRE SITE DE VILLEDIEU,VILLEDIEU-LES-POELES,Public,28 - Normandie
2017,500021316,500021316 - CENTRE DE DIALYSE D'AVRANCHES,AVRANCHES,Privé non lucratif,28 - Normandie
2017,500021373,500021373 - ANIDER - MARIGNY,MARIGNY,Privé non lucratif,28 - Normandie
2017,500021381,500021381 - ANIDER - ST SAUVEUR LE VICOMTE,SAINT-SAUVEUR-LE-VICOMTE,Privé non lucratif,28 - Normandie
2017,500021399,500021399 - ANIDER - TOURLAVILLE,CHERBOURG-OCTEVILLE,Privé non lucratif,28 - Normandie
2017,500021415,500021415 - ANIDER - SARTILLY,SARTILLY,Privé non lucratif,28 - Normandie
2017,500021423,500021423 - CRF LE NORMANDY II,GRANVILLE,Privé lucratif,28 - Normandie
2017,500021449,500021449 - CENTRE DE RADIOTHERAPIE DE LA BAIE,SAINT-MARTIN-DES-CHAMPS,Privé lucratif,28 - Normandie
2017,500021944,500021944 - UNITÉ RADIOTHÉRAPIE EXTERNE CHERBOURG,CHERBOURG-OCTEVILLE,Privé non lucratif,28 - Normandie
2017,510000169,510000169 - CENTRE HOSPITALIER DE CHALONS,CHALONS-EN-CHAMPAGNE,Public,44 - Grand Est
2017,510000177,510000177 - CENTRE HOSPITALIER DE SEZANNE,SEZANNE,Public,44 - Grand Est
2017,510000185,510000185 - POLYCLINIQUE DE COURLANCY,REIMS,Privé lucratif,44 - Grand Est
2017,510000193,510000193 - POLYCLINIQUE SAINT ANDRE,REIMS,Privé lucratif,44 - Grand Est
2017,510000201,510000201 - RESIDENCE MEDICALE JEAN D'ORBAIS,REIMS,Privé non lucratif,44 - Grand Est
2017,510000219,510000219 - ETABT PUBLIC DE SANTE MENTALE MARNE,CHALONS-EN-CHAMPAGNE,Public,44 - Grand Est
2017,510000227,510000227 - POLYCLINIQUE DU DOCTEUR JEAN PRIOLLET,CHALONS-EN-CHAMPAGNE,Privé lucratif,44 - Grand Est
2017,510000235,510000235 - CENTRE HOSPITALIER D'EPERNAY,EPERNAY,Public,44 - Grand Est
2017,510000243,510000243 - CLINIQUE D'EPERNAY,EPERNAY,Privé lucratif,44 - Grand Est
2017,510000250,510000250 - CENTRE HOSPITALIER VITRY LE FRANCOIS,VITRY-LE-FRANCOIS,Public,44 - Grand Est
2017,510000284,510000284 - MAISON DE SANTE,MERFY,Privé lucratif,44 - Grand Est
2017,510000292,510000292 - E.H.S.S.R. STE MARTHE,EPERNAY,Privé non lucratif,44 - Grand Est
2017,510000359,510000359 - HOPITAL LOCAL DE MONTMIRAIL,MONTMIRAIL,Public,44 - Grand Est
2017,510000466,510000466 - CENTRE HOSPITALIER DE SAINTE-MENEHOULD,SAINTE-MENEHOULD,Public,44 - Grand Est
2017,510000516,510000516 - INSTITUT JEAN GODINOT,REIMS,Privé non lucratif,44 - Grand Est
2017,510000813,510000813 - CENTRE DE POST-CURE L'AMITIÉ,REIMS,Privé non lucratif,44 - Grand Est
2017,510002298,510002298 - HAD DE REIMS CROIX ROUGE FRANCAISE,REIMS,Privé non lucratif,44 - Grand Est
2017,510002447,510002447 - HOPITAL ROBERT DEBRE CHU REIMS,REIMS,Public,44 - Grand Est
2017,510002454,510002454 - HOPITAL SEBASTOPOL CHU REIMS,REIMS,Public,44 - Grand Est
2017,510002470,510002470 - AMERICAN MEMORIAL HOSPITAL CHU REIMS,REIMS,Public,44 - Grand Est
2017,510004302,510004302 - HOPITAL MAISON BLANCHE CHU REIMS,REIMS,Public,44 - Grand Est
2017,510009491,510009491 - UNITE DE DIALYSE MEDICALISEE,REIMS,Privé non lucratif,44 - Grand Est
2017,510010184,510010184 - UNITE D AUTODIALYSE DE CHALONS,CHALONS-EN-CHAMPAGNE,Privé non lucratif,44 - Grand Est
2017,510010754,510010754 - UNITE D'AUTODIALYSE DE REIMS HOUZEAU,REIMS,Privé non lucratif,44 - Grand Est
2017,510011463,510011463 - UNITE D AUTODIALYSE D'EPERNAY,EPERNAY,Privé non lucratif,44 - Grand Est
2017,510011679,510011679 - RESIDENCE ROUX (USLD) CHU DE REIMS,REIMS,Public,44 - Grand Est
2017,510012040,510012040 - POLYCLINIQUE DES BLEUETS,REIMS,Privé lucratif,44 - Grand Est
2017,510017098,510017098 - HAD EPERNAY,EPERNAY,Public,44 - Grand Est
2017,510019979,510019979 - GCS DER ET PERTHOIS HAD VITRY LE FRANC,VITRY-LE-FRANCOIS,Public,44 - Grand Est
2017,510020548,510020548 - HAD CHALONS-EN-CHAMPAGNE,CHALONS-EN-CHAMPAGNE,Privé lucratif,44 - Grand Est
2017,510022908,510022908 - POLE DE SANTE CHALONNAIS CH CHALONS,CHALONS-EN-CHAMPAGNE,Public,44 - Grand Est
2017,510023914,510023914 - ANTENNE DE SMUR - CH CHALONS,SAINTE-MENEHOULD,Public,44 - Grand Est
2017,510023922,510023922 - ANTENNE DE SMUR - GHAM,SEZANNE,Public,44 - Grand Est
2017,510024359,510024359 - CLINIQUE TERRE DE FRANCE,CORMONTREUIL,Privé lucratif,44 - Grand Est
2017,510024466,510024466 - CENTRE HOSPITALIER DE FISMES,FISMES,Public,44 - Grand Est
2017,510024490,510024490 - SCP RADIOTHERAPIE ET ONCOLOGIE MEDICAL,REIMS,Privé lucratif,44 - Grand Est
2017,520000019,520000019 - C H DE BOURBONNE-LES-BAINS,BOURBONNE-LES-BAINS,Public,44 - Grand Est
2017,520000027,520000027 - CENTRE HOSPITALIER DE CHAUMONT,CHAUMONT,Public,44 - Grand Est
2017,520000035,520000035 - HOPITAL DE JOINVILLE,JOINVILLE,Public,44 - Grand Est
2017,520000043,520000043 - CENTRE HOSPITALIER DE LANGRES,LANGRES,Public,44 - Grand Est
2017,520000050,520000050 - CENTRE HOSPITALIER DE MONTIER-EN-DER,MONTIER-EN-DER,Public,44 - Grand Est
2017,520000068,520000068 - CH GENEVIEVE DE GAULLE ANTHONIOZ,SAINT-DIZIER,Public,44 - Grand Est
2017,520000076,520000076 - HOPITAL ANDRE BRETON - CH HAUTE MARNE,SAINT-DIZIER,Public,44 - Grand Est
2017,520000084,520000084 - HOPITAL SAINT-CHARLES,WASSY,Public,44 - Grand Est
2017,520000753,520000753 - UNITE D'AUTODIALYSE DE SAINT-DIZIER,SAINT-DIZIER,Privé non lucratif,44 - Grand Est
2017,520003161,520003161 - UNITE D'AUTODIALYSE DE CHAUMONT,CHAUMONT,Privé non lucratif,44 - Grand Est
2017,520003823,520003823 - HAD CHAUMONT LANGRES,CHAUMONT,Privé lucratif,44 - Grand Est
2017,520004052,520004052 - UNITE DE DIALYSE MEDICALISEE,SAINT-DIZIER,Privé non lucratif,44 - Grand Est
2017,520780156,520780156 - CLINIQUE DE LA COMPASSION,LANGRES,Privé lucratif,44 - Grand Est
2017,520780180,520780180 - CLINIQUE FRANCOIS 1ER,SAINT-DIZIER,Privé lucratif,44 - Grand Est
2017,520780214,520780214 - CENTRE MEDICO-CHIRURGICAL DE CHAUMONT,CHAUMONT,Privé lucratif,44 - Grand Est
2017,520782939,520782939 - USLD DU CH DE CHAUMONT,RIAUCOURT,Public,44 - Grand Est
2017,530000017,530000017 - CENTRE HOSPITALIER DU HAUT ANJOU,CHATEAU-GONTIER,Public,52 - Pays de la Loire
2017,530000124,530000124 - CLINIQUE NOTRE DAME DE PRITZ,CHANGE,Privé lucratif,52 - Pays de la Loire
2017,530000132,530000132 - HOPITAL S.O. MAYENNAIS :SITE DE CRAON,CRAON,Public,52 - Pays de la Loire
2017,530000140,530000140 - HOPITAL LOCAL ERNEE,ERNEE,Public,52 - Pays de la Loire
2017,530000165,530000165 - HOPITAL LOCAL EVRON,EVRON,Public,52 - Pays de la Loire
2017,530000173,530000173 - CENTRE HOSPITALIER NORD MAYENNE,MAYENNE,Public,52 - Pays de la Loire
2017,530000181,530000181 - HOPITAL S.O. MAYENNAIS :SITE DE RENAZE,RENAZE,Public,52 - Pays de la Loire
2017,530000264,530000264 - CENTRE HOSPITALIER DE LAVAL,LAVAL,Public,52 - Pays de la Loire
2017,530000611,530000611 - HOPITAL LOCAL VILLAINES LA JUHEL,VILLAINES-LA-JUHEL,Public,52 - Pays de la Loire
2017,530002898,530002898 - CENTRE D'HEMODIALYSE-SITE CH,LAVAL,Privé non lucratif,52 - Pays de la Loire
2017,530005628,530005628 - CENTRE MALLET-PROUX,LAVAL,Privé lucratif,52 - Pays de la Loire
2017,530006188,530006188 - CENTRE AUTODIALYSE-FERRY LAVAL,LAVAL,Privé non lucratif,52 - Pays de la Loire
2017,530008119,530008119 - DIAVERUM CHATEAU GONTIER,CHATEAU-GONTIER,Privé lucratif,52 - Pays de la Loire
2017,530008671,530008671 - UNITÉ CHIMIO CH LAVAL SITE POLYCL DU M,LAVAL,Public,52 - Pays de la Loire
2017,530008788,530008788 - CENTRE DIALYSE ECHO SITE CH NORD MAYEN,MAYENNE,Privé non lucratif,52 - Pays de la Loire
2017,530031384,530031384 - USLD JARDIN D'ARCADIE,MAYENNE,Public,52 - Pays de la Loire
2017,530031509,530031509 - CENTRE DE SOINS LA BREHONNIERE,ASTILLE,Privé lucratif,52 - Pays de la Loire
2017,530031962,530031962 - POLYCLINIQUE DU MAINE,LAVAL,Privé lucratif,52 - Pays de la Loire
2017,530032788,530032788 - USLD CH HAUT ANJOU CHATEAU GONTIER,CHATEAU-GONTIER,Public,52 - Pays de la Loire
2017,540000015,540000015 - CHRU NANCY - MATERNITE,NANCY,Public,44 - Grand Est
2017,540000023,540000023 - CENTRE HOSPITALIER SAINT CHARLES TOUL,TOUL,Public,44 - Grand Est
2017,540000072,540000072 - MAISON HOSPITALIERE DE BACCARAT,BACCARAT,Privé non lucratif,44 - Grand Est
2017,540000148,540000148 - CH 3H SANTE SITE DE CIREY SUR VEZOUZE,CIREY-SUR-VEZOUZE,Public,44 - Grand Est
2017,540000155,540000155 - CENTRE HOSPITALIER DE LUNEVILLE,LUNEVILLE,Public,44 - Grand Est
2017,540000163,540000163 - CHRU NANCY - CENTRE EMILE GALLE,NANCY,Public,44 - Grand Est
2017,540000270,540000270 - HOPITAL LOCAL DE POMPEY,POMPEY,Public,44 - Grand Est
2017,540000288,540000288 - LES ELIEUX SOINS DE SUITE READAPTATION,SEICHAMPS,Privé lucratif,44 - Grand Est
2017,540000296,540000296 - CENTRE HOSPITALIER DE PONT A MOUSSON,PONT-A-MOUSSON,Public,44 - Grand Est
2017,540000312,540000312 - CENTRE HOSPITALIER ST NICOLAS DE PORT,SAINT-NICOLAS-DE-PORT,Public,44 - Grand Est
2017,540000361,540000361 - CLINIQUE JEANNE D'ARC,LUNEVILLE,Privé lucratif,44 - Grand Est
2017,540000395,540000395 - MAISON HOSPITALIERE ST CHARLES NANCY,NANCY,Privé non lucratif,44 - Grand Est
2017,540000445,540000445 - CLINIQUE AMBROISE PARE,NANCY,Privé lucratif,44 - Grand Est
2017,540000452,540000452 - CLINIQUE SAINT ANDRE,VANDOEUVRE-LES-NANCY,Privé lucratif,44 - Grand Est
2017,540000478,540000478 - CLINIQUE LOUIS PASTEUR,ESSEY-LES-NANCY,Privé lucratif,44 - Grand Est
2017,540000486,540000486 - POLYCLINIQUE DE GENTILLY,NANCY,Privé lucratif,44 - Grand Est
2017,540000585,540000585 - SSR DE FLAVIGNY - OHS,FLAVIGNY-SUR-MOSELLE,Privé non lucratif,44 - Grand Est
2017,540000668,540000668 - CTRE JACQUES PARISOT BAINVILLE S MADON,BAINVILLE-SUR-MADON,Privé non lucratif,44 - Grand Est
2017,540000726,540000726 - CTRE SANIT -LES R. DU CHATEAU- BLAMONT,BLAMONT,Privé non lucratif,44 - Grand Est
2017,540000858,540000858 - SSR DE L'ASSOC HOSPITALIERE SAINT ELOI,NEUVES-MAISONS,Privé non lucratif,44 - Grand Est
2017,540000973,540000973 - CTRE D'OBSERVATION ET DE CURE FLAVIGNY,FLAVIGNY-SUR-MOSELLE,Privé non lucratif,44 - Grand Est
2017,540000981,540000981 - CTRE D'EDUC-AUTODIAL MEDIC CHRU ALTIR,VANDOEUVRE-LES-NANCY,Privé non lucratif,44 - Grand Est
2017,540001070,540001070 - CH DE BRIEY - HOPITAL MAILLOT,BRIEY,Public,44 - Grand Est
2017,540001096,540001096 - CH DE MT ST MARTIN (GROUPE SOS SANTE),MONT-SAINT-MARTIN,Privé non lucratif,44 - Grand Est
2017,540001104,540001104 - ASSOCIATION HOSPITALIERE DE JOEUF,JOEUF,Privé non lucratif,44 - Grand Est
2017,540001138,540001138 - CHRU NANCY - HOPITAL CENTRAL,NANCY,Public,44 - Grand Est
2017,540001286,540001286 - INSTITUT DE CANCEROLOGIE DE LORRAINE,VANDOEUVRE-LES-NANCY,Privé non lucratif,44 - Grand Est
2017,540002698,540002698 - CHRU NANCY - HOPITAUX DE BRABOIS,VANDOEUVRE-LES-NANCY,Public,44 - Grand Est
2017,540003043,540003043 - CHRU NANCY - HOPITAL SAINT JULIEN,NANCY,Public,44 - Grand Est
2017,540005196,540005196 - ETB SOINS DE SUITE LE CHATEAU BACCARAT,BACCARAT,Privé non lucratif,44 - Grand Est
2017,540006459,540006459 - CHRU NANCY - USLD ST JULIEN,NANCY,Public,44 - Grand Est
2017,540006665,540006665 - USLD BLAMONT CH 3H SANTE,BLAMONT,Public,44 - Grand Est
2017,540006830,540006830 - CMP CATTP HJ ENF DU CH BRIEY A BRIEY,BRIEY,Public,44 - Grand Est
2017,540008364,540008364 - USLD CH TOUL,TOUL,Public,44 - Grand Est
2017,540008380,540008380 - CTRE D'AUTODIAL ET DIAL MEDIC BRABOIS,VANDOEUVRE-LES-NANCY,Privé non lucratif,44 - Grand Est
2017,540009412,540009412 - CTRE DE READAPTATION LAY ST CHRISTOPHE,LAY-SAINT-CHRISTOPHE,Privé non lucratif,44 - Grand Est
2017,540009701,540009701 - INST REGIONAL DE READAPTATION NANCY,NANCY,Privé non lucratif,44 - Grand Est
2017,540009859,540009859 - USLD LES PEUPLIERS VILLERUPT SOS SANTE,VILLERUPT,Privé non lucratif,44 - Grand Est
2017,540010568,540010568 - HOSPITALISATION A DOMICILE HADAN,VANDOEUVRE-LES-NANCY,Privé non lucratif,44 - Grand Est
2017,540013224,540013224 - POLYCLINIQUE MAJORELLE,NANCY,Privé lucratif,44 - Grand Est
2017,540013232,540013232 - CHRU NANCY - USLD ST STANISLAS,NANCY,Public,44 - Grand Est
2017,540013737,540013737 - IRR CTRE DE READAPTATION POUR ENFANTS,FLAVIGNY-SUR-MOSELLE,Privé non lucratif,44 - Grand Est
2017,540014073,540014073 - CHS CENTRE PSYCHOTHERAPIQUE DE NANCY,LAXOU,Public,44 - Grand Est
2017,540018876,540018876 - CENTRE D'AUTODIALYSE A ESSEY (ALTIR),ESSEY-LES-NANCY,Privé non lucratif,44 - Grand Est
2017,540019023,540019023 - CTRE D'AUTODIAL MT ST MARTIN (ALTIR),MONT-SAINT-MARTIN,Privé non lucratif,44 - Grand Est
2017,540020146,540020146 - CENTRE DE REEDUCATION FLORENTIN,NANCY,Privé non lucratif,44 - Grand Est
2017,540022811,540022811 - CHRU NANCY - HJ SSR CTRE BASSE VISION,NANCY,Public,44 - Grand Est
2017,540022837,540022837 - CLINIQUE BELLEFONTAINE ( SAS CLINEA ),NANCY,Privé lucratif,44 - Grand Est
2017,540023256,540023256 - CENTRE D'ONCOLOGIE DE GENTILLY,NANCY,Privé lucratif,44 - Grand Est
2017,550000012,550000012 - CH VERDUN/ST MIHIEL-HOP ST NICOLAS,VERDUN,Public,44 - Grand Est
2017,550000038,550000038 - CENTRE HOSPITALIER ST-CHARLES COMMERCY,COMMERCY,Public,44 - Grand Est
2017,550000178,550000178 - POLYCLINIQUE DU PARC,BAR-LE-DUC,Privé lucratif,44 - Grand Est
2017,550000186,550000186 - CH VERDUN/ST MIHIEL-UNITE D'HOSP. ADOS,VERDUN,Public,44 - Grand Est
2017,550000202,550000202 - CENTRE HOSPITALIER STE-ANNE ST-MIHIEL,SAINT-MIHIEL,Public,44 - Grand Est
2017,550000251,550000251 - CHS DE FAINS-VEEL,FAINS-VEEL,Public,44 - Grand Est
2017,550000434,550000434 - CENTRE HOSPITALIER DE BAR-LE-DUC,BAR-LE-DUC,Public,44 - Grand Est
2017,550002885,550002885 - CENTRE D'AUTODIALYSE A VERDUN (ALTIR),VERDUN,Privé non lucratif,44 - Grand Est
2017,550003362,550003362 - CH VERDUN/ST MIHIEL - HOP DESANDROUINS,VERDUN,Public,44 - Grand Est
2017,550003370,550003370 - USLD DU CH VERDUN/ST MIHIEL,VERDUN,Public,44 - Grand Est
2017,550005219,550005219 - CTRE AUTODIAL-UDM A BAR LE DUC (ALTIR),BAR-LE-DUC,Privé non lucratif,44 - Grand Est
2017,560000127,560000127 - CHBA SITE DE VANNES,VANNES,Public,53 - Bretagne
2017,560000135,560000135 - CHBS- HÔPITAL DU SCORFF,LORIENT,Public,53 - Bretagne
2017,560000143,560000143 - CHCB- SITE KÉRIO,NOYAL-PONTIVY,Public,53 - Bretagne
2017,560000184,560000184 - CLINIQUE DES AUGUSTINES,MALESTROIT,Privé non lucratif,53 - Bretagne
2017,560000192,560000192 - CENTRE HOSPITALIER DE PLOERMEL,PLOERMEL,Public,53 - Bretagne
2017,560000200,560000200 - CHBA SITE D'AURAY,AURAY,Public,53 - Bretagne
2017,560000242,560000242 - CPCR BILLIERS,BILLIERS,Privé non lucratif,53 - Bretagne
2017,560000275,560000275 - CHBS - SITE DE KERLIVIO,HENNEBONT,Public,53 - Bretagne
2017,560000283,560000283 - CENTRE HOSPITALIER JOSSELIN,JOSSELIN,Public,53 - Bretagne
2017,560000291,560000291 - CENTRE HOSPITALIER LE PALAIS,LE PALAIS,Public,53 - Bretagne
2017,560000366,560000366 - CENTRE HOSPITALIER GUEMENE SUR SCORFF,GUEMENE-SUR-SCORFF,Public,53 - Bretagne
2017,560000382,560000382 - ETABLISSEMENT PUBLIC DE SANTE MENTALE,SAINT-AVE,Public,53 - Bretagne
2017,560000390,560000390 - CENTRE DE POSTCURE LE PHARE,LORIENT,Privé non lucratif,53 - Bretagne
2017,560000408,560000408 - CENTRE HOSPITALIER MALESTROIT,MALESTROIT,Public,53 - Bretagne
2017,560000424,560000424 - ETABLISSEMENT DE SOINS KERALIGUEN,PLOEMEUR,Privé non lucratif,53 - Bretagne
2017,560000465,560000465 - CENTRE HOSPITALIER LE FAOUET,LE FAOUET,Public,53 - Bretagne
2017,560000473,560000473 - CHIRC SITE CARENTOIR,CARENTOIR,Public,53 - Bretagne
2017,560000499,560000499 - CENTRE HOSPITALIER DE BASSE-VILAINE,NIVILLAC,Public,53 - Bretagne
2017,560000697,560000697 - EPSM JEAN-MARTIN CHARCOT,CAUDAN,Public,53 - Bretagne
2017,560002024,560002024 - CTRE DE REED.FONCTIONNELLE DE KERPAPE,PLOEMEUR,Privé non lucratif,53 - Bretagne
2017,560002081,560002081 - CLINIQUE DU GOLFE,SENE,Privé lucratif,53 - Bretagne
2017,560002123,560002123 - CLINIQUE SAINT VINCENT,LARMOR-PLAGE,Privé lucratif,53 - Bretagne
2017,560002511,560002511 - CLINIQUE DU TER,PLOEMEUR,Privé lucratif,53 - Bretagne
2017,560002685,560002685 - ETABLISSEMENT SPECIALISE KER JOIE,BREHAN,Privé non lucratif,53 - Bretagne
2017,560002933,560002933 - CLINIQUE MUTUALISTE PORTE DE L'ORIENT,LORIENT,Privé non lucratif,53 - Bretagne
2017,560002974,560002974 - ETABLISSEMENT DE SANTE LE DIVIT,PLOEMEUR,Privé non lucratif,53 - Bretagne
2017,560003006,560003006 - CENTRE DE POST-CURE KERDUDO,GUIDEL,Privé non lucratif,53 - Bretagne
2017,560003055,560003055 - CENTRE DE SOINS DE SUITE KORN-ER-HOUET,COLPO,Privé non lucratif,53 - Bretagne
2017,560003980,560003980 - CHBS-SITE DE KERBERNES,PLOEMEUR,Public,53 - Bretagne
